kind,lam,alpha,k,samples,l,gens,runs,t_mean0,t_mean1,t_mean2,t_mean3,t_mean4,t_mean5,t_mean6,t_mean7,t_mean8,t_mean9,t_mean10,t_mean11,t_mean12,t_mean13,t_mean14,t_mean15,t_mean16,t_mean17,t_mean18,t_mean19,t_mean20,t_mean21,t_mean22,t_mean23,t_mean24,t_mean25,t_mean26,t_mean27,t_mean28,t_mean29,t_mean30,t_mean31,t_mean32,t_mean33,t_mean34,t_mean35,t_mean36,t_mean37,t_mean38,t_mean39
rmd,30,1,10,200,1,50,1000,0.000394483010555,0.116868885319,0.00525988671578,0.0337276711261,0.102663432633,0.0108946511776,0.0232808727971,0.000103547458929,0.0133486012942,0.000434055411333,0.00596102689237,0.000482814381645,0.00399898812886,3.23413354601e-05,0.00011833642508,6.79222510568e-05,6.28233725408e-05,0.0040559277552,8.82242857979e-05,6.32065003024e-05,0.015227554792,0.116868885319,0.0166955077095,0.100173045569,0.272693336068,0.0389560804164,0.0786976131519,0.000827049940032,0.016157497197,0.00190693779803,0.00696625167767,0.000411809105413,0.00597105667668,2.69253900584e-05,0.000190924350981,0.000228958422247,0.000123426385838,0.00587533566322,8.82241788874e-05,5.88191700673e-06
rmd,30,1,10,200,5,50,1000,4.59961806135e-11,0.0119197784725,5.31297932582e-08,0.000231457584453,0.0178709248365,4.68131155289e-07,0.000155094848377,3.80595130757e-12,0.00202353628464,4.12512871709e-08,0.000926161918241,7.38201536413e-10,0.000160557614548,3.85071394774e-09,1.96087378124e-10,6.86731165907e-09,2.5464968079e-09,1.2441486378e-05,3.78706770494e-11,3.82881990407e-07,0.000578503931854,0.0119197784725,7.0920449566e-07,0.00551477355663,0.824413945714,4.90510858004e-05,0.0160083262877,1.20645169563e-07,0.0673174756311,1.20395933246e-07,0.0274372306645,5.40010374954e-08,0.012694039182,3.09317025478e-07,9.02873535191e-06,4.66361964643e-08,8.14509717372e-07,0.000754700994303,3.78703874324e-11,5.82705056427e-08
rmd,30,1,10,200,10,50,1000,1.75484155135e-12,0.000186890191279,2.00692944583e-12,1.95134955504e-06,0.0110217731162,2.58656690372e-11,3.7751496337e-05,1.4897249853e-12,0.00142546226888,3.77763043311e-08,0.000987598372953,8.17609024712e-14,0.00011376510732,6.90337495057e-10,5.93362694118e-12,4.17255202554e-10,2.24215960096e-09,1.57309503574e-06,2.68808496242e-12,6.14267970971e-07,9.60561342369e-06,0.000186890191279,6.61596519498e-13,4.00041888443e-05,0.89400652329,3.16480816961e-09,0.00933435817628,2.58986405359e-08,0.0533159196624,5.04610945345e-12,0.0238457100749,1.68594047853e-10,0.00510421941191,1.09216476249e-07,2.35055996785e-06,3.95051221496e-09,8.30747694054e-08,0.000376696183217,2.68804384818e-12,7.67346748344e-08
rmd,30,1,10,200,15,50,1000,3.03643430867e-13,2.52184373786e-06,2.32404421118e-13,7.14164660972e-09,0.0415373442208,2.71586545721e-14,7.08159298131e-06,8.99612336874e-13,0.00245508805214,6.61771368822e-09,0.00102633553617,2.76060745916e-15,3.54574243405e-05,9.96238220719e-11,2.1943252214e-13,2.03563319259e-12,1.48265055994e-09,1.5670075203e-06,6.5243296255e-13,1.29639591413e-10,6.26215045339e-08,2.52184373786e-06,5.31162599026e-19,2.49744354602e-07,0.834353672497,1.75735497991e-13,0.00236277490348,3.57531378394e-11,0.0774731869565,5.17093606609e-16,0.036976335245,1.31734168736e-11,0.0036618587675,7.62418477637e-11,2.03229164199e-10,3.37065588918e-13,1.96189077059e-10,0.000103925729997,6.5241799417e-13,1.14205958993e-11
rmd,30,1,15,200,1,50,1000,1.17814202057e-05,0.128112108058,0.00303667307653,0.0225085078903,0.0682056652945,0.00612450640422,0.00707236012441,4.55800895573e-06,0.0112035265794,0.000123041322712,0.00526759137158,0.000218312706058,0.00264231174724,0.000138140768813,1.05503428912e-05,4.23851587661e-05,5.13259210718e-05,0.00191887317847,1.12261686258e-05,1.23727490303e-05,0.00614815338626,0.128112108058,0.0183016483255,0.109809897534,0.298927001568,0.0427036674411,0.0525195489906,0.000761780290863,0.0350041986982,0.00160049529418,0.0214726542319,0.000946297116234,0.0184050509661,0.00039771529662,0.000289897484084,0.000533684497693,0.000207969472624,0.00713013243746,1.12261450339e-05,1.05447329373e-06
rmd,30,1,15,200,5,50,1000,2.02776063818e-12,0.0117985318781,4.30381563624e-08,2.12952210101e-05,0.0141367879578,1.93748654641e-07,1.70659645233e-06,3.93180696375e-14,0.000131593711586,8.79381046769e-11,0.00023788451428,1.93298224807e-10,2.98540519715e-05,3.46314097321e-06,6.88871310018e-13,4.08980703324e-11,3.29905178543e-08,3.09768872495e-07,3.58317968344e-14,4.5905721443e-12,0.000140622524087,0.0117985318781,7.0198503924e-07,0.00545863411698,0.816022028574,4.85514012804e-05,0.00147283165283,1.50429335788e-07,0.0747408467963,7.8294579797e-09,0.0422745080761,4.33891700268e-08,0.0195584631452,0.0018231490924,0.00013646308126,1.38574741521e-07,3.38590562698e-05,0.00012877144928,3.58313857983e-14,2.15671775527e-13
rmd,30,1,15,200,10,50,1000,2.14638005576e-12,0.000183867542248,1.65192260404e-10,2.08933637415e-09,4.95564756084e-05,2.99897078756e-11,3.3651429669e-08,4.77537411618e-14,2.47869079577e-06,5.00938089161e-14,8.81265931279e-05,6.57795116768e-14,7.42933509652e-06,9.20777325214e-06,1.36523497895e-14,1.09145814961e-11,8.03947016891e-08,2.1984749225e-09,9.08808202747e-16,4.35059940875e-13,5.56440545085e-11,0.000183867542248,6.50885580028e-13,3.93565572365e-05,0.879534924489,3.11352722959e-09,9.9942472994e-06,7.81941640428e-16,0.0639961969251,8.77436585008e-15,0.0452229096178,2.40174651131e-09,0.00967990469171,0.000893214227979,8.66344198634e-05,9.35316351601e-08,1.00507181761e-05,2.06250781749e-06,9.08787352503e-16,3.48228200264e-14
rmd,30,1,15,200,15,50,1000,8.86107068459e-13,2.59079716707e-06,1.15849469274e-14,5.18098951052e-13,0.00684790476909,7.28377469829e-15,2.8910961331e-11,1.22662742452e-14,2.16601027216e-06,9.36032442501e-15,1.57280063869e-07,3.10876328418e-18,2.29732144007e-11,2.5430331216e-14,3.19568239358e-15,9.93222838715e-13,2.8966789804e-15,1.20879321544e-10,6.04798476917e-16,1.2954718409e-13,2.12858668314e-12,2.59079716707e-06,5.45673859446e-19,2.56567776501e-07,0.85714653472,1.80532256077e-13,1.7140595088e-07,3.30182806854e-14,0.0689977417369,4.56195900829e-19,0.0609626906115,3.64128805819e-14,0.00603715087434,1.48530610418e-12,1.77659151549e-11,7.95271581096e-10,2.54552358352e-12,4.34345779572e-08,6.04777663741e-16,2.39614985132e-14
rmd,30,1,20,200,1,50,1000,2.45709044851e-07,0.142423220987,0.00168855834968,0.0102850959619,0.0395399742798,0.0031412184472,0.00142141795135,2.66407250328e-07,0.00483098881108,2.3137045526e-05,0.00285095971967,4.5663379273e-05,0.000829504398164,0.00161186446042,7.54859254527e-07,9.54783783318e-06,0.000128862133946,0.000414748285215,6.28473126103e-07,2.77160439712e-06,0.00145584226398,0.142423220987,0.0203460505599,0.122076303426,0.332318900974,0.0474738396897,0.0239983676395,0.000213661214001,0.0336497536929,0.000690135949705,0.0315017433597,0.000520653769783,0.0270013304262,0.0024281398298,0.000466543876062,0.000256879074091,0.000361626356047,0.00356694933465,6.28471361529e-07,4.13608860601e-12
rmd,30,1,20,200,5,50,1000,3.97809677694e-12,0.0120225052432,1.02478401466e-09,3.79036445432e-06,0.000567168837333,6.83640896882e-10,2.76819104273e-08,1.2723394178e-12,5.96223687942e-06,4.50807449245e-10,9.51429342996e-06,4.37863502138e-12,3.27095334123e-07,6.11301405632e-07,1.93027681789e-13,7.36315394786e-11,1.16385224276e-09,5.96637113635e-09,1.40991642765e-13,5.30586469242e-11,5.94230593585e-07,0.0120225052432,7.15305028905e-07,0.00556221520626,0.831506843768,4.94723033898e-05,0.000262148450277,6.78401756418e-10,0.0679769673728,3.54733099124e-10,0.0451181577373,1.43408096572e-08,0.020873927201,0.00397488199948,1.19575601903e-05,2.17778779022e-09,1.22478005709e-05,1.74317756488e-05,1.40989486299e-13,1.46181543279e-11
rmd,30,1,20,200,10,50,1000,4.41258342407e-12,0.000181859704,1.07628397225e-08,5.52587067031e-07,1.55526418173e-05,4.67547280401e-11,5.82051039578e-11,3.37335065522e-13,1.97283562531e-05,6.28872268519e-11,8.82224444504e-07,1.28790903413e-12,2.94943956069e-09,5.29425840794e-07,1.04319016409e-13,2.84048667945e-10,6.92950838135e-10,1.00971802731e-09,1.53249620173e-13,6.334962315e-12,1.19764333288e-10,0.000181859704,6.43768638705e-13,3.89262383635e-05,0.869916274678,3.07943323092e-09,0.00264321681379,8.57229867418e-16,0.0730017938671,6.98357085096e-14,0.0428296438796,1.94556586318e-06,0.00916748160703,0.00196609015851,3.03955171639e-05,1.2779759e-10,2.95301038186e-06,2.94812343245e-07,1.53244932305e-13,8.29623602143e-13
rmd,30,1,20,200,15,50,1000,2.29651591036e-12,2.70826535191e-06,1.19717023513e-08,2.65756481965e-17,3.85154681722e-06,2.4772666289e-09,8.2826007934e-12,1.08269672621e-12,4.59182219952e-06,2.86248775428e-09,5.03376521767e-05,4.18971795852e-11,1.61831455633e-11,3.70847833631e-07,2.5185254218e-13,1.80165457768e-13,5.53412106167e-09,2.1195794707e-11,1.11020545503e-13,3.65531457955e-11,1.88254209303e-11,2.70826535191e-06,5.70401015195e-19,2.68193801765e-07,0.895990914416,1.88709029826e-13,8.79185381745e-12,2.26186845744e-14,0.0419754993395,9.67081713028e-19,0.0463583213533,1.70057565726e-08,0.00459078073943,0.0109989082484,4.23819901551e-07,7.88703564546e-08,3.06037969287e-07,1.98905740096e-05,1.11015451406e-13,3.54107973587e-25
